['122901.024', (0.006981112062931061, -0.026760928332805634, -0.013962224125862122, 0.089599609375, 0.88525390625, 0.4619140625, 0.05871559679508209, -0.5238532423973083, -0.1385321170091629, 0)]
['122901.061', (0.004654074553400278, -0.026760928332805634, -0.016289260238409042, 0.080322265625, 0.8798828125, 0.463134765625, 0.05596330389380455, -0.5211009383201599, -0.14220184087753296, 0)]
['122901.141', (-0.010471668094396591, -0.029087966307997704, 0.005817593075335026, 0.0869140625, 0.880859375, 0.4599609375, 0.056880734860897064, -0.5211009383201599, -0.14128440618515015, 0)]
['122901.168', (-0.005817593075335026, -0.027924448251724243, 0.002327037276700139, 0.088623046875, 0.88330078125, 0.469970703125, 0.05871559679508209, -0.5201835036277771, -0.14311926066875458, 0)]
['122901.217', (0.0, -0.030251484364271164, -0.0011635186383500695, 0.08642578125, 0.88134765625, 0.465087890625, 0.05871559679508209, -0.5192660689353943, -0.14128440618515015, 0)]
['122901.244', (-0.0011635186383500695, -0.024433892220258713, 0.0, 0.081787109375, 0.88134765625, 0.462890625, 0.056880734860897064, -0.5201835036277771, -0.14311926066875458, 0)]
['122901.271', (-0.005817593075335026, -0.025597410276532173, -0.005817593075335026, 0.088623046875, 0.87841796875, 0.461181640625, 0.05779816582798958, -0.5211009383201599, -0.14311926066875458, 0)]
['122901.311', (-0.006981112062931061, -0.026760928332805634, -0.013962224125862122, 0.080810546875, 0.87939453125, 0.4677734375, 0.05779816582798958, -0.5201835036277771, -0.14036697149276733, 0)]
['122901.329', (0.0034905560314655304, -0.027924448251724243, -0.006981112062931061, 0.081298828125, 0.87451171875, 0.4677734375, 0.05871559679508209, -0.5183486342430115, -0.1449541300535202, 0)]
['122901.338', (0.002327037276700139, -0.029087966307997704, -0.0034905560314655304, 0.077392578125, 0.88134765625, 0.4658203125, 0.05779816582798958, -0.5211009383201599, -0.1440366953611374, 0)]
['122901.494', (0.0011635186383500695, -0.027924448251724243, -0.002327037276700139, 0.0849609375, 0.8818359375, 0.46728515625, 0.05779816582798958, -0.5238532423973083, -0.1449541300535202, 0)]
['122901.525', (0.004654074553400278, -0.025597410276532173, -0.002327037276700139, 0.087158203125, 0.8798828125, 0.46533203125, 0.056880734860897064, -0.5211009383201599, -0.14311926066875458, 0)]
['122901.534', (0.005817593075335026, -0.027924448251724243, 0.0011635186383500695, 0.0810546875, 0.88037109375, 0.460205078125, 0.056880734860897064, -0.5229358077049255, -0.14128440618515015, 0)]
['122901.600', (0.002327037276700139, -0.026760928332805634, -0.002327037276700139, 0.0791015625, 0.88427734375, 0.461181640625, 0.059633027762174606, -0.5201835036277771, -0.14128440618515015, 0)]
['122901.609', (0.008144630119204521, -0.030251484364271164, -0.0011635186383500695, 0.0810546875, 0.88525390625, 0.46484375, 0.05871559679508209, -0.5201835036277771, -0.1440366953611374, 0)]
['122901.800', (0.0034905560314655304, -0.027924448251724243, -0.002327037276700139, 0.08349609375, 0.88134765625, 0.467529296875, 0.056880734860897064, -0.5220183730125427, -0.1440366953611374, 0)]
['122901.822', (0.002327037276700139, -0.030251484364271164, -0.008144630119204521, 0.082763671875, 0.876953125, 0.46728515625, 0.05779816582798958, -0.5183486342430115, -0.14220184087753296, 0)]
['122901.831', (0.004654074553400278, -0.029087966307997704, -0.006981112062931061, 0.08349609375, 0.88232421875, 0.46630859375, 0.05871559679508209, -0.5229358077049255, -0.14311926066875458, 0)]
['122901.867', (0.009308149106800556, -0.027924448251724243, -0.012798705138266087, 0.08154296875, 0.88427734375, 0.46435546875, 0.05779816582798958, -0.5201835036277771, -0.1440366953611374, 0)]
['122901.919', (0.0034905560314655304, -0.034905560314655304, -0.005817593075335026, 0.080322265625, 0.88037109375, 0.46044921875, 0.05871559679508209, -0.5220183730125427, -0.14220184087753296, 0)]
['122901.951', (0.0034905560314655304, -0.030251484364271164, -0.004654074553400278, 0.090087890625, 0.8818359375, 0.46630859375, 0.059633027762174606, -0.5201835036277771, -0.14220184087753296, 0)]
['122902.004', (0.020943336188793182, -0.026760928332805634, -0.011635186150670052, 0.07763671875, 0.87841796875, 0.463623046875, 0.05779816582798958, -0.5220183730125427, -0.14220184087753296, 0)]
['122902.066', (-0.0034905560314655304, -0.029087966307997704, 0.008144630119204521, 0.08544921875, 0.88818359375, 0.4609375, 0.05596330389380455, -0.5201835036277771, -0.14220184087753296, 0)]
['122902.084', (-0.009308149106800556, -0.030251484364271164, 0.0034905560314655304, 0.081298828125, 0.876953125, 0.46337890625, 0.059633027762174606, -0.5238532423973083, -0.14220184087753296, 0)]
['122902.176', (-0.005817593075335026, -0.029087966307997704, 0.0, 0.0791015625, 0.87890625, 0.458984375, 0.056880734860897064, -0.5183486342430115, -0.14128440618515015, 0)]
['122902.203', (-0.005817593075335026, -0.033742040395736694, 0.002327037276700139, 0.088134765625, 0.8818359375, 0.4658203125, 0.05871559679508209, -0.5211009383201599, -0.14036697149276733, 0)]
['122902.212', (-0.002327037276700139, -0.026760928332805634, -0.002327037276700139, 0.08349609375, 0.8779296875, 0.47314453125, 0.05779816582798958, -0.5238532423973083, -0.14311926066875458, 0)]
['122902.328', (-0.004654074553400278, -0.032578520476818085, 0.0, 0.088134765625, 0.8857421875, 0.46142578125, 0.05596330389380455, -0.5220183730125427, -0.14220184087753296, 0)]
['122902.385', (0.002327037276700139, -0.031415004283189774, -0.0034905560314655304, 0.08447265625, 0.88037109375, 0.465576171875, 0.059633027762174606, -0.5201835036277771, -0.14311926066875458, 0)]
['122902.444', (0.004654074553400278, -0.030251484364271164, 0.0011635186383500695, 0.082275390625, 0.88427734375, 0.460693359375, 0.056880734860897064, -0.5220183730125427, -0.1440366953611374, 0)]
['122902.497', (-0.006981112062931061, -0.027924448251724243, -0.0034905560314655304, 0.090087890625, 0.884765625, 0.4619140625, 0.05779816582798958, -0.5183486342430115, -0.14220184087753296, 0)]
['122902.502', (-0.006981112062931061, -0.026760928332805634, -0.010471668094396591, 0.089111328125, 0.88525390625, 0.459716796875, 0.056880734860897064, -0.5192660689353943, -0.14220184087753296, 0)]
['122902.586', (0.0034905560314655304, -0.029087966307997704, -0.005817593075335026, 0.08544921875, 0.88134765625, 0.460693359375, 0.05596330389380455, -0.5220183730125427, -0.1440366953611374, 0)]
['122902.595', (0.0, -0.027924448251724243, -0.0034905560314655304, 0.083740234375, 0.88037109375, 0.465576171875, 0.055045872926712036, -0.5211009383201599, -0.14311926066875458, 0)]
['122902.632', (0.002327037276700139, -0.029087966307997704, 0.0011635186383500695, 0.08251953125, 0.87939453125, 0.464599609375, 0.056880734860897064, -0.5229358077049255, -0.14128440618515015, 0)]
['122902.702', (0.002327037276700139, -0.029087966307997704, 0.0011635186383500695, 0.081298828125, 0.873046875, 0.46435546875, 0.05779816582798958, -0.5220183730125427, -0.14678898453712463, 0)]
['122902.707', (0.002327037276700139, -0.029087966307997704, -0.002327037276700139, 0.076904296875, 0.87939453125, 0.46435546875, 0.059633027762174606, -0.5192660689353943, -0.14036697149276733, 0)]
['122902.721', (0.005817593075335026, -0.031415004283189774, 0.002327037276700139, 0.080078125, 0.87939453125, 0.462158203125, 0.05779816582798958, -0.5201835036277771, -0.14036697149276733, 0)]
['122902.744', (0.0011635186383500695, -0.026760928332805634, -0.0011635186383500695, 0.087646484375, 0.880859375, 0.459716796875, 0.05596330389380455, -0.5201835036277771, -0.14036697149276733, 0)]
['122902.810', (0.004654074553400278, -0.029087966307997704, -0.005817593075335026, 0.08154296875, 0.87548828125, 0.46240234375, 0.05596330389380455, -0.5201835036277771, -0.1440366953611374, 0)]
['122902.828', (0.004654074553400278, -0.032578520476818085, -0.002327037276700139, 0.072265625, 0.88232421875, 0.461669921875, 0.05596330389380455, -0.5211009383201599, -0.1440366953611374, 0)]
['122902.842', (0.004654074553400278, -0.036069076508283615, 0.009308149106800556, 0.076904296875, 0.88134765625, 0.458984375, 0.05871559679508209, -0.5211009383201599, -0.14036697149276733, 0)]
['122902.856', (0.004654074553400278, -0.031415004283189774, 0.017452780157327652, 0.076904296875, 0.88623046875, 0.461181640625, 0.05596330389380455, -0.5201835036277771, -0.14311926066875458, 0)]
